
11	6	2	29	3	24	1.385115	0.121198	
11	6	2	23	3	0	-0.059313	0.000222	
11	6	2	23	1	20	-2.038507	0.262512	
11	6	1	30	1	20	-0.788366	0.025534	
11	6	1	30	3	24	0.145172	0.001328	
11	6	3	0	1	20	2.652312	0.443167	
12	4	2	29	3	23	0.859107	0.046582	
12	4	2	24	1	21	-0.949523	0.056798	
12	4	3	4	1	21	2.450542	0.375849	
12	4	3	4	3	28	0.546167	0.016473	
13	7	2	29	3	23	2.210485	0.308674	
13	7	2	29	1	17	-2.489246	0.389263	
13	7	2	7	1	27	-0.881507	0.048407	
13	7	3	23	3	3	0.957677	0.050649	
13	7	1	8	1	27	-0.008869	0.000004	
13	7	3	3	1	17	1.896635	0.226613	
13	7	1	17	1	27	-1.641585	0.106299	
14	7	3	15	2	28	0.253430	0.004057	
14	7	3	15	3	22	1.757712	0.093885	
14	7	2	11	2	17	0.712894	0.008940	
14	7	2	11	2	28	-0.100448	0.000488	
14	7	2	28	3	22	1.320221	0.109497	
14	7	2	28	1	7	-2.173136	0.292536	
14	7	3	6	1	18	2.259999	0.322657	
15	6	3	14	3	27	2.598739	0.343750	
15	6	2	14	1	27	-0.675481	0.027864	
15	6	2	29	1	8	-0.744760	0.033581	
15	6	1	8	1	18	2.020332	0.146935	
15	6	1	8	1	27	-1.942558	0.215227	
15	6	3	8	1	18	1.262855	0.100654	
16	4	2	2	3	8	-0.034034	0.000073	
16	4	2	2	1	25	-2.409851	0.357362	
16	4	3	15	1	25	1.559205	0.153579	
16	4	3	8	1	20	1.093996	0.075396	
17	5	3	25	3	14	2.037086	0.189395	
17	5	3	8	1	21	2.046274	0.264516	
17	5	3	14	1	5	-0.569649	0.020101	
17	5	2	8	1	29	-2.448970	0.373614	
17	5	1	21	1	29	-2.458838	0.206688	
18	7	3	26	2	25	1.863779	0.219439	
18	7	3	26	3	17	0.781346	0.029540	
18	7	2	25	2	20	0.658727	0.010523	
18	7	2	25	2	8	-0.073470	0.000281	
18	7	2	25	1	24	-1.350202	0.115166	
18	7	3	5	1	19	1.758475	0.195162	
18	7	2	8	1	19	-1.322082	0.109397	
19	5	3	27	3	7	1.369388	0.097640	
19	5	3	7	3	16	1.381664	0.037930	
19	5	3	7	1	20	1.527178	0.147334	
19	5	1	27	1	20	-0.800926	0.019493	
19	5	2	8	1	20	-0.918621	0.053013	
20	4	3	25	3	5	2.010648	0.223256	
20	4	3	25	2	25	1.309636	0.108349	
20	4	3	5	1	24	2.373625	0.353942	
20	4	2	5	1	24	-1.889806	0.218097	
21	5	2	21	1	5	0.876290	0.047566	
21	5	3	12	1	12	0.834890	0.043911	
21	5	3	12	1	23	1.706224	0.183907	
21	5	1	12	2	27	-1.704273	0.183486	
21	5	2	27	1	5	0.809187	0.040560	
22	4	2	17	1	24	-1.324550	0.110524	
22	4	2	17	2	23	1.487196	0.033735	
22	4	3	8	3	28	2.187461	0.254461	
22	4	3	8	1	24	2.310914	0.335487	
23	4	1	9	2	11	0.640085	0.025212	
23	4	3	14	3	28	1.895495	0.194847	
23	4	3	14	1	23	2.291489	0.331404	
23	4	1	23	2	4	-2.607141	0.421050	
24	4	1	14	2	26	-1.491330	0.140499	
24	4	3	12	1	22	2.060175	0.267378	
24	4	2	3	2	26	-0.929633	0.042928	
24	4	3	19	1	6	-0.873006	0.048012	
25	4	1	1	2	28	-1.589216	0.148036	
25	4	1	18	3	4	2.622626	0.434508	
25	4	1	18	2	18	-0.637429	0.025597	
25	4	2	18	2	8	-0.060153	0.000110	
26	5	1	12	3	18	0.448821	0.012608	
26	5	1	18	3	10	1.289647	0.104970	
26	5	1	18	2	29	-0.975862	0.059603	
26	5	3	10	3	28	1.713816	0.149501	
26	5	2	21	1	0	-0.338330	0.007044	
27	8	1	2	1	17	1.624305	0.152640	
27	8	1	17	3	5	0.819292	0.042011	
27	8	1	17	1	11	-1.054631	0.026974	
27	8	1	17	2	27	-1.180406	0.085741	
27	8	3	5	3	27	2.430206	0.314070	
27	8	2	11	3	20	0.448567	0.012676	
27	8	2	11	2	27	-0.674656	0.019417	
27	8	3	20	2	27	-0.201996	0.002570	
28	4	1	22	3	12	1.987212	0.246006	
28	4	1	22	2	18	-1.367904	0.118205	
28	4	3	12	3	28	1.306240	0.092532	
28	4	3	28	2	18	0.229763	0.003332	
29	4	1	14	3	10	0.980926	0.060785	
29	4	3	10	3	27	2.386298	0.314471	
29	4	3	27	2	18	0.372710	0.008775	
29	4	2	6	2	12	-0.219348	0.000956	
30	5	1	19	3	7	1.943656	0.238651	
30	5	1	19	1	24	-1.242299	0.037428	
30	5	3	7	3	24	2.100083	0.207476	
30	5	3	7	1	11	0.127727	0.001031	
30	5	1	24	2	3	-2.258108	0.315860	
31	6	1	19	3	5	1.692089	0.180872	
31	6	1	19	1	27	-1.575493	0.084857	
31	6	1	19	3	28	-0.870540	0.046280	
31	6	1	19	2	10	-1.576975	0.154920	
31	6	3	5	3	28	2.850364	0.432057	
31	6	1	27	3	16	0.865253	0.047251	
32	8	2	11	1	20	-1.771019	0.195390	
32	8	1	20	3	5	2.735703	0.470160	
32	8	1	20	1	29	-1.631412	0.113540	
32	8	1	20	2	4	0.656894	0.027108	
32	8	3	5	3	24	1.207429	0.079062	
32	8	1	29	1	0	0.654736	0.026554	
32	8	1	29	2	29	-1.937587	0.233872	
32	8	3	24	2	29	2.390715	0.361061	
33	8	2	7	1	19	-0.937431	0.055001	
33	8	2	7	2	13	0.753308	0.009982	
33	8	1	19	3	7	2.132985	0.287409	
33	8	1	19	1	2	0.149377	0.001210	
33	8	3	7	3	24	1.875806	0.165528	
33	8	3	19	2	29	0.957911	0.057966	
33	8	2	29	1	2	-1.582480	0.151613	
33	8	2	13	1	24	-0.436147	0.011706	
34	3	1	15	3	2	2.872163	0.520644	
34	3	3	20	2	29	1.895602	0.226996	
34	3	2	19	1	23	-2.252231	0.320146	
35	4	1	18	3	8	2.034317	0.261434	
35	4	1	18	2	16	-0.990631	0.061420	
35	4	3	23	2	29	2.319248	0.339797	
35	4	1	9	1	1	0.884647	0.028172	
36	8	1	13	3	10	1.482442	0.138701	
36	8	1	13	1	20	1.232781	0.033571	
36	8	1	13	2	27	-1.358819	0.115561	
36	8	3	15	2	21	0.141439	0.001260	
36	8	3	15	3	27	2.001566	0.208601	
36	8	3	10	1	20	1.141272	0.082282	
36	8	1	20	2	11	-1.114025	0.076369	
36	8	1	3	3	27	-0.588160	0.021651	
37	4	3	20	2	25	1.106502	0.077273	
37	4	3	6	3	27	2.134138	0.237149	
37	4	1	22	2	25	-1.950334	0.228068	
37	4	2	25	2	7	1.037520	0.053470	
38	5	1	26	3	22	0.137778	0.001196	
38	5	3	22	2	27	1.623622	0.166377	
38	5	3	6	1	19	1.297378	0.106035	
38	5	3	6	1	2	0.445930	0.012562	
38	5	3	6	3	27	1.671453	0.145467	
39	4	3	3	1	22	2.230959	0.311510	
39	4	3	3	2	13	-0.482792	0.014725	
39	4	1	22	2	28	-3.525722	0.783095	
39	4	3	17	3	24	0.873018	0.027436	
40	4	1	28	3	3	-1.176506	0.086955	
40	4	1	28	1	20	-1.608681	0.097695	
40	4	3	3	1	20	2.822107	0.501724	
40	4	1	20	2	25	-1.374259	0.118644	
41	4	1	11	1	2	1.211276	0.047414	
41	4	3	11	3	26	2.914090	0.432238	
41	4	3	5	1	23	2.266278	0.318150	
41	4	1	23	2	12	-2.178098	0.295537	
42	6	2	29	3	18	0.722304	0.032958	
42	6	2	29	2	18	-0.135924	0.000632	
42	6	3	18	3	28	1.563308	0.114970	
42	6	3	8	1	21	2.934038	0.543319	
42	6	1	21	2	11	-0.795677	0.038958	
42	6	1	21	2	18	-0.686455	0.029190	
43	4	3	11	1	21	1.970650	0.245099	
