
11	2	1	2	6	2.391522	0.674758	
11	2	1	2	19	-1.268713	0.189097	
12	5	1	2	25	-1.383458	0.225565	
12	5	1	1	19	-1.953984	0.446155	
12	5	1	2	9	3.485606	1.433362	
12	5	1	1	28	0.516534	0.030944	
12	5	1	3	16	0.274839	0.008827	
13	1	1	2	6	2.584582	0.788098	
14	3	1	2	21	-0.816040	0.078231	
14	3	1	2	15	0.613854	0.044268	
14	3	1	2	7	2.265067	0.605287	
15	2	1	2	7	2.096621	0.518608	
15	2	1	3	13	0.534672	0.033584	
16	2	1	3	7	0.840541	0.083264	
16	2	1	2	7	2.251712	0.598170	
17	2	1	2	9	1.854641	0.404089	
17	2	1	2	23	-0.876465	0.090533	
18	2	1	2	8	1.194478	0.168150	
18	2	1	2	26	-1.054353	0.130596	
19	2	1	1	17	-0.742792	0.064817	
19	2	1	2	4	2.609975	0.800257	
20	3	1	1	8	-0.621179	0.045331	
20	3	1	2	10	1.960865	0.453142	
20	3	1	3	6	0.753423	0.065836	
21	1	1	2	6	2.537097	0.759405	
22	3	1	3	28	-0.559422	0.036882	
22	3	1	1	10	-0.448298	0.023610	
22	3	1	2	6	2.393399	0.675817	
23	4	1	1	18	0.405580	0.019078	
23	4	1	2	26	-0.823537	0.079675	
23	4	1	1	3	-1.014053	0.121317	
23	4	1	2	6	3.215152	1.219557	
24	3	1	1	16	-0.798927	0.074586	
24	3	1	2	7	2.741653	0.886797	
24	3	1	2	16	-1.424163	0.237008	
25	3	1	1	23	-0.587320	0.039619	
25	3	1	2	6	1.639790	0.317231	
25	3	1	1	28	0.312474	0.011215	
26	1	1	2	6	1.712881	0.346141	
27	2	1	2	6	2.423188	0.692745	
27	2	1	2	13	-0.345963	0.013986	
28	2	1	2	8	2.083929	0.512348	
28	2	1	3	14	-0.454086	0.024095	
29	1	1	2	6	1.628303	0.312802	
30	2	1	2	24	-1.443057	0.244638	
30	2	1	2	6	2.346216	0.649434	
31	4	1	2	24	-0.488443	0.028028	
31	4	1	3	19	0.011263	0.000015	
31	4	1	2	6	2.069262	0.505162	
31	4	1	2	14	-0.243413	0.006983	
32	2	1	2	6	2.167908	0.554474	
32	2	1	2	20	-0.211978	0.005279	
33	3	1	1	24	-0.677822	0.053286	
33	3	1	1	15	0.653356	0.050148	
33	3	1	2	9	2.847291	0.955439	
34	3	1	1	21	0.056477	0.000370	
34	3	1	2	7	2.149762	0.544653	
34	3	1	2	20	-0.695216	0.056780	
35	4	1	1	10	-0.000584	0.000000	
35	4	1	2	7	2.249486	0.596989	
35	4	1	2	26	-1.044853	0.128253	
35	4	1	1	28	-0.366787	0.015603	
36	2	1	2	6	2.923217	1.008141	
36	2	1	2	19	-0.926665	0.100343	
37	3	1	3	13	-1.049329	0.129354	
37	3	1	3	4	0.392197	0.018147	
37	3	1	2	6	1.682238	0.333867	
38	2	1	2	7	2.438914	0.701766	
38	2	1	1	5	-1.160179	0.158631	
39	2	1	1	18	-0.948248	0.103276	
39	2	1	2	7	2.621886	0.810153	
40	2	1	1	23	-0.687140	0.054761	
40	2	1	2	6	2.417704	0.689613	
41	3	1	2	3	0.200282	0.004652	
41	3	1	3	2	0.527106	0.032467	
41	3	1	2	8	1.397994	0.230330	
42	2	1	2	1	-0.339371	0.013530	
42	2	1	2	6	2.094218	0.517420	
43	1	1	2	7	2.529440	0.754828	
44	2	1	2	26	-0.812856	0.077209	
44	2	1	2	8	3.110951	1.140580	
45	3	1	2	25	-0.721780	0.061397	
45	3	1	3	11	-0.563418	0.037292	
45	3	1	2	6	2.342115	0.647166	
46	5	1	1	17	0.659569	0.051107	
46	5	1	2	11	1.450077	0.247024	
46	5	1	2	6	1.527858	0.275401	
46	5	1	2	26	-1.222902	0.175687	
46	5	1	1	9	-1.036062	0.126506	
47	3	1	2	13	1.546606	0.281902	
47	3	1	2	7	1.695023	0.338961	
47	3	1	2	19	-1.498675	0.262457	
48	1	1	2	6	2.465231	0.716992	
49	1	1	2	8	1.241457	0.181636	
50	2	1	3	21	0.171989	0.003475	
50	2	1	2	7	2.399614	0.678613	
51	1	1	2	6	2.789164	0.917799	
52	2	1	2	14	-0.466122	0.025199	
52	2	1	2	7	2.358602	0.656309	
53	2	1	2	6	1.935217	0.441833	
53	2	1	2	19	-0.675254	0.053282	
54	4	1	3	10	-0.337967	0.013419	
54	4	1	1	7	-1.140843	0.149488	
54	4	1	2	9	1.951172	0.449149	
54	4	1	3	29	0.073627	0.000637	
55	2	1	3	10	0.178500	0.003755	
55	2	1	2	7	2.599104	0.796979	
56	3	1	2	7	2.608392	0.802685	
56	3	1	2	26	-0.698148	0.057260	
56	3	1	1	12	-0.549920	0.035640	
57	2	1	2	6	1.615298	0.307825	
57	2	1	1	3	-0.887499	0.092926	
58	3	1	3	4	0.067175	0.000530	
58	3	1	2	6	1.063911	0.133540	
58	3	1	2	0	0.927652	0.101094	
59	2	1	2	17	-0.479300	0.026845	
59	2	1	2	6	2.067567	0.504334	
60	1	1	2	6	2.054161	0.497815	
61	2	1	3	22	-0.359712	0.015265	
61	2	1	2	6	2.566520	0.777121	
62	2	1	2	26	-1.092904	0.140320	
62	2	1	2	7	1.908301	0.429628	
63	3	1	1	23	0.155830	0.002838	
